claim_id,claimant_id,claim_type,claimed_area,gis_area,overlap_pct,overlapping_claims_count,name_similarity_score,survey_number_matched,missing_doc_count,historical_claim_count,is_anomaly
FRA_10630,CLM_202,IFR,0.8,0.77,5.74,0,0.93,YES,0,0,0
FRA_10631,CLM_521,CFR,1.85,1.82,7.65,0,0.92,YES,0,0,0
FRA_10632,CLM_405,IFR,0.75,0.71,6.54,0,0.9,YES,0,0,0
FRA_10633,CLM_197,CFR,1.24,1.19,9.23,0,0.87,YES,0,0,0
FRA_10634,CLM_434,IFR,1.3,1.31,8.36,0,0.89,YES,0,1,0
FRA_10635,CLM_534,CFR,2.14,2.04,2.01,1,0.94,YES,0,0,0
FRA_10636,CLM_546,IFR,1.44,1.38,0.28,0,0.98,YES,0,0,0
FRA_10637,CLM_407,IFR,0.85,0.87,9.18,0,0.88,YES,0,0,0
FRA_10638,CLM_348,IFR,1.09,1.13,8.04,0,0.95,YES,0,0,0
FRA_10639,CLM_265,IFR,1.02,1.06,1.22,0,0.98,YES,0,0,0
FRA_10640,CLM_580,IFR,3.91,3.9,0.7,0,0.9,YES,0,1,0
FRA_10641,CLM_434,IFR,3.16,7.89,89.7,3,0.51,YES,2,3,1
FRA_10642,CLM_641,CFR,3.89,4.05,1.97,1,0.96,YES,0,0,0
FRA_10643,CLM_205,IFR,2.04,5.1,42.95,4,0.41,YES,3,5,1
FRA_10644,CLM_662,IFR,1.47,1.51,2.19,0,0.94,YES,0,0,0
FRA_10645,CLM_180,IFR,3.29,3.16,9.62,0,0.89,YES,0,0,0
FRA_10646,CLM_232,IFR,1.64,1.64,4.62,0,0.94,YES,0,0,0
FRA_10647,CLM_237,IFR,1.55,1.53,6.29,0,0.96,YES,0,0,0
FRA_10648,CLM_283,IFR,1.31,1.36,4.58,0,0.89,YES,0,0,0
FRA_10649,CLM_500,IFR,0.95,0.99,3.78,0,0.86,YES,0,0,0
FRA_10650,CLM_429,IFR,1.4,1.47,7.7,0,0.93,YES,0,0,0
FRA_10651,CLM_607,IFR,1.74,1.73,7.8,0,0.88,YES,0,1,0
FRA_10652,CLM_168,IFR,2.86,2.89,3.8,0,0.94,YES,0,0,0
FRA_10653,CLM_645,IFR,0.72,0.72,5.05,0,0.97,YES,0,0,0
FRA_10654,CLM_152,IFR,1.24,1.19,7.66,1,0.99,YES,0,0,0
FRA_10655,CLM_549,IFR,3.33,3.21,5.18,0,0.99,YES,0,0,0
FRA_10656,CLM_304,IFR,1.01,0.99,4.07,0,0.97,YES,0,0,0
FRA_10657,CLM_225,IFR,1.7,1.64,2.67,0,0.87,YES,0,0,0
FRA_10658,CLM_142,CFR,3.53,3.55,7.15,1,0.99,YES,0,1,0
FRA_10659,CLM_210,IFR,1.04,1.02,1.32,0,0.98,YES,0,1,0
FRA_10660,CLM_282,CFR,0.79,0.82,1.1,1,0.91,YES,0,0,0
FRA_10661,CLM_194,IFR,2.2,2.18,0.46,0,0.9,YES,0,0,0
FRA_10662,CLM_473,IFR,1.56,1.58,8.69,0,0.92,YES,0,0,0
FRA_10663,CLM_619,IFR,2.47,2.57,1.2,0,0.89,YES,0,0,0
FRA_10664,CLM_459,CFR,3.31,3.37,8.63,0,0.97,YES,0,1,0
FRA_10665,CLM_380,IFR,0.98,1.02,2.65,1,0.9,YES,0,0,0
FRA_10666,CLM_294,CFR,2.53,2.42,0.44,0,0.92,YES,0,0,0
FRA_10667,CLM_294,CFR,2.27,4.08,84.02,3,0.3,YES,2,2,1
FRA_10668,CLM_192,IFR,1.0,0.97,3.86,0,0.9,YES,0,0,0
FRA_10669,CLM_160,IFR,2.68,4.83,43.85,3,0.47,YES,2,2,1
FRA_10670,CLM_150,IFR,1.46,1.4,7.58,0,0.94,YES,0,0,0
FRA_10671,CLM_502,IFR,2.21,2.13,6.23,0,0.93,YES,0,0,0
FRA_10672,CLM_104,CFR,0.79,0.77,9.48,0,0.96,YES,0,0,0
FRA_10673,CLM_565,CFR,2.11,2.03,4.93,0,1.0,YES,0,0,0
FRA_10674,CLM_633,IFR,1.57,1.57,3.64,0,0.87,YES,0,0,0
FRA_10675,CLM_504,IFR,3.38,3.3,8.88,0,0.99,YES,0,0,0
FRA_10676,CLM_612,CFR,0.7,0.69,7.89,0,1.0,YES,0,0,0
FRA_10677,CLM_332,IFR,1.97,1.93,3.63,0,1.0,YES,0,0,0
FRA_10678,CLM_623,CFR,2.1,2.14,4.43,1,0.89,YES,0,0,0
FRA_10679,CLM_445,IFR,3.04,3.03,7.03,0,0.88,YES,0,0,0
FRA_10680,CLM_145,IFR,2.51,2.57,1.89,0,0.88,YES,0,1,0
FRA_10681,CLM_645,IFR,2.84,2.96,5.18,0,0.89,YES,0,0,0
FRA_10682,CLM_177,IFR,3.22,3.15,6.54,0,0.99,YES,0,0,0
FRA_10683,CLM_172,IFR,3.52,6.33,55.99,2,0.51,NO,1,3,1
FRA_10684,CLM_348,IFR,1.6,1.59,7.07,1,0.9,YES,0,0,0
FRA_10685,CLM_146,IFR,2.38,0.95,45.11,4,0.69,YES,2,5,1
FRA_10686,CLM_220,IFR,3.44,3.57,7.04,0,0.93,YES,0,0,0
FRA_10687,CLM_313,CFR,3.96,3.96,3.73,0,0.94,YES,0,0,0
FRA_10688,CLM_338,IFR,3.61,3.76,6.74,0,0.86,YES,0,0,0
FRA_10689,CLM_155,IFR,1.8,1.73,0.79,0,0.91,YES,0,0,0
FRA_10690,CLM_449,IFR,1.18,0.47,76.03,3,0.37,YES,3,3,1
FRA_10691,CLM_206,IFR,2.21,2.25,3.25,0,1.0,YES,0,0,0
FRA_10692,CLM_147,IFR,3.1,3.07,6.5,0,0.97,YES,0,0,0
FRA_10693,CLM_672,IFR,2.22,2.17,0.62,0,0.98,YES,0,0,0
FRA_10694,CLM_436,IFR,2.19,2.14,0.66,0,0.94,YES,0,0,0
FRA_10695,CLM_125,IFR,3.43,1.37,70.1,4,0.57,YES,3,2,1
FRA_10696,CLM_356,IFR,1.76,1.78,4.24,0,0.89,YES,0,0,0
FRA_10697,CLM_107,IFR,3.51,3.5,5.43,0,0.88,YES,0,0,0
FRA_10698,CLM_352,CFR,1.92,1.97,1.96,0,0.91,YES,0,0,0
FRA_10699,CLM_402,IFR,1.65,1.64,3.68,0,0.9,YES,0,0,0
FRA_10700,CLM_155,IFR,2.09,2.12,2.86,0,0.88,YES,0,0,0
FRA_10701,CLM_625,IFR,3.17,3.02,8.97,0,0.88,YES,0,0,0
FRA_10702,CLM_573,IFR,0.94,0.91,6.39,0,0.87,YES,0,0,0
FRA_10703,CLM_127,IFR,1.19,1.17,7.08,0,0.89,YES,0,0,0
FRA_10704,CLM_177,IFR,3.83,3.68,5.36,0,0.89,YES,0,0,0
FRA_10705,CLM_315,CFR,1.11,1.16,9.99,0,0.91,YES,0,0,0
FRA_10706,CLM_485,IFR,2.49,2.43,4.79,0,0.99,YES,0,0,0
FRA_10707,CLM_464,IFR,2.53,2.5,3.84,0,0.95,YES,0,0,0
FRA_10708,CLM_625,IFR,2.21,2.18,8.18,0,0.98,YES,0,0,0
FRA_10709,CLM_411,IFR,2.76,2.73,4.97,0,0.85,YES,0,1,0
FRA_10710,CLM_106,IFR,1.3,1.3,3.43,0,0.92,YES,0,0,0
FRA_10711,CLM_102,IFR,2.43,2.41,6.79,0,0.99,YES,0,0,0
FRA_10712,CLM_462,IFR,1.8,1.86,1.09,0,0.9,YES,0,0,0
FRA_10713,CLM_607,CFR,2.82,2.92,0.78,0,0.98,YES,0,0,0
FRA_10714,CLM_373,IFR,0.99,1.01,5.43,0,0.87,YES,0,0,0
FRA_10715,CLM_605,IFR,2.5,2.51,9.46,0,0.9,YES,0,0,0
FRA_10716,CLM_114,IFR,1.15,1.2,8.37,1,0.85,YES,0,0,0
FRA_10717,CLM_291,IFR,1.48,1.49,8.21,0,0.89,YES,0,0,0
FRA_10718,CLM_584,IFR,1.27,1.21,3.69,0,0.93,YES,0,0,0
FRA_10719,CLM_127,IFR,1.14,1.12,6.13,0,0.93,YES,0,0,0
FRA_10720,CLM_138,IFR,3.39,3.31,0.85,0,0.88,YES,0,0,0
FRA_10721,CLM_372,CFR,1.5,1.55,7.01,0,0.9,YES,0,0,0
FRA_10722,CLM_330,IFR,3.74,3.71,1.92,0,0.94,YES,0,1,0
FRA_10723,CLM_185,IFR,3.89,3.76,0.47,0,0.89,YES,0,0,0
FRA_10724,CLM_573,CFR,2.5,2.55,9.46,0,0.95,YES,0,0,0
FRA_10725,CLM_225,IFR,1.0,1.01,4.5,0,0.93,YES,0,0,0
FRA_10726,CLM_636,IFR,1.81,1.87,7.36,0,0.87,YES,0,0,0
FRA_10727,CLM_244,IFR,3.29,3.29,8.94,1,0.86,YES,0,0,0
FRA_10728,CLM_624,IFR,1.79,1.7,3.67,0,0.87,YES,0,0,0
FRA_10729,CLM_311,IFR,0.8,0.77,1.69,0,0.96,YES,0,1,0
FRA_10730,CLM_124,CFR,2.45,2.5,6.72,0,0.85,YES,0,0,0
FRA_10731,CLM_679,IFR,3.46,3.47,6.75,0,0.96,YES,0,0,0
FRA_10732,CLM_493,IFR,3.29,3.15,1.92,0,0.96,YES,0,1,0
FRA_10733,CLM_166,IFR,1.11,1.07,9.9,0,0.85,YES,0,1,0
FRA_10734,CLM_332,IFR,2.85,2.79,6.68,0,0.94,YES,0,1,0
FRA_10735,CLM_208,IFR,1.27,2.29,85.44,4,0.38,NO,2,2,1
FRA_10736,CLM_245,IFR,1.26,1.23,3.13,0,0.99,YES,0,0,0
FRA_10737,CLM_210,CFR,3.56,8.9,37.34,2,0.43,YES,3,2,1
FRA_10738,CLM_327,IFR,1.37,1.33,6.76,0,0.96,YES,0,0,0
FRA_10739,CLM_210,IFR,1.42,2.56,74.04,2,0.48,YES,3,5,1
FRA_10740,CLM_569,IFR,0.5,0.5,6.03,0,1.0,YES,0,0,0
FRA_10741,CLM_133,IFR,3.55,3.39,3.27,0,0.86,YES,0,0,0
FRA_10742,CLM_468,IFR,3.27,3.26,3.33,0,0.89,YES,0,0,0
FRA_10743,CLM_694,IFR,2.7,2.75,5.15,0,0.9,YES,0,0,0
FRA_10744,CLM_653,CFR,3.13,2.99,1.47,0,0.97,YES,0,0,0
FRA_10745,CLM_524,IFR,1.03,1.06,7.16,0,0.92,YES,0,0,0
FRA_10746,CLM_617,IFR,2.1,2.01,6.21,0,0.93,YES,0,0,0
FRA_10747,CLM_381,CFR,1.73,1.69,6.43,0,0.98,YES,0,0,0
FRA_10748,CLM_419,CFR,0.83,0.85,5.61,0,0.93,YES,0,0,0
FRA_10749,CLM_542,IFR,2.2,2.22,7.49,1,0.86,YES,0,0,0
FRA_10750,CLM_414,IFR,3.72,9.31,45.35,4,0.52,YES,2,5,1
FRA_10751,CLM_476,IFR,0.64,0.63,1.69,0,0.96,YES,0,0,0
FRA_10752,CLM_388,CFR,1.52,0.61,43.49,4,0.54,YES,1,5,1
FRA_10753,CLM_536,CFR,1.23,1.22,6.9,0,0.89,YES,0,1,0
FRA_10754,CLM_376,IFR,1.33,1.37,6.45,0,0.86,YES,0,0,0
FRA_10755,CLM_681,CFR,3.68,3.7,7.62,0,0.98,YES,0,0,0
FRA_10756,CLM_602,IFR,2.14,2.11,2.37,0,0.86,YES,0,1,0
FRA_10757,CLM_615,IFR,2.13,2.07,9.22,0,1.0,YES,0,0,0
FRA_10758,CLM_449,IFR,3.16,3.3,0.05,0,0.99,YES,0,0,0
FRA_10759,CLM_545,CFR,1.04,1.0,4.25,1,0.93,YES,0,0,0
FRA_10760,CLM_449,IFR,2.21,5.51,35.05,3,0.44,YES,1,2,1
FRA_10761,CLM_236,CFR,2.0,2.01,7.27,0,0.87,YES,0,0,0
FRA_10762,CLM_342,CFR,2.59,2.49,8.06,1,0.91,YES,0,0,0
FRA_10763,CLM_642,IFR,4.0,3.82,0.14,1,0.87,YES,0,0,0
FRA_10764,CLM_139,IFR,3.19,3.29,8.89,0,0.93,YES,0,0,0
FRA_10765,CLM_328,IFR,1.89,1.98,6.03,0,0.85,YES,0,0,0
FRA_10766,CLM_647,IFR,3.4,3.42,9.36,0,1.0,YES,0,0,0
FRA_10767,CLM_322,IFR,1.1,1.13,8.4,0,0.9,YES,0,0,0
FRA_10768,CLM_105,IFR,0.61,0.63,2.99,1,0.88,YES,0,0,0
FRA_10769,CLM_421,CFR,1.22,1.23,7.5,0,0.99,YES,0,0,0
FRA_10770,CLM_567,IFR,1.69,1.66,6.38,0,0.89,YES,0,0,0
FRA_10771,CLM_174,IFR,2.29,2.37,5.0,0,0.91,YES,0,0,0
FRA_10772,CLM_103,IFR,2.65,2.77,6.04,1,0.88,YES,0,0,0
FRA_10773,CLM_217,IFR,3.69,3.82,6.81,0,0.89,YES,0,0,0
FRA_10774,CLM_603,IFR,2.28,2.27,6.71,0,0.91,YES,0,1,0
FRA_10775,CLM_673,IFR,2.25,4.06,65.39,4,0.31,NO,1,5,1
FRA_10776,CLM_540,CFR,0.68,0.65,4.32,0,0.93,YES,0,0,0
FRA_10777,CLM_293,IFR,0.62,0.65,9.06,0,0.9,YES,0,0,0
FRA_10778,CLM_491,CFR,2.43,2.41,7.28,0,0.98,YES,0,1,0
FRA_10779,CLM_125,CFR,2.03,2.0,5.61,0,0.88,YES,0,0,0
FRA_10780,CLM_534,IFR,3.44,3.34,8.77,0,0.92,YES,0,0,0
FRA_10781,CLM_272,CFR,1.06,1.08,3.83,0,0.94,YES,0,0,0
FRA_10782,CLM_399,IFR,0.59,0.56,4.65,0,0.94,YES,0,0,0
FRA_10783,CLM_425,CFR,2.07,2.07,1.18,0,0.9,YES,0,0,0
FRA_10784,CLM_509,IFR,1.33,1.37,2.96,0,0.91,YES,0,0,0
FRA_10785,CLM_217,CFR,0.67,0.66,1.36,0,0.86,YES,0,0,0
FRA_10786,CLM_324,CFR,3.04,2.89,6.27,0,1.0,YES,0,0,0
FRA_10787,CLM_631,CFR,0.89,0.88,3.58,0,0.98,YES,0,0,0
FRA_10788,CLM_212,CFR,2.63,1.05,54.73,2,0.51,NO,2,3,1
FRA_10789,CLM_239,IFR,1.48,1.51,0.45,0,0.92,YES,0,0,0
FRA_10790,CLM_658,IFR,1.11,1.15,1.05,0,0.88,YES,0,0,0
FRA_10791,CLM_100,IFR,1.83,1.8,4.0,0,0.93,YES,0,0,0
FRA_10792,CLM_189,IFR,3.31,3.29,4.91,0,0.96,YES,0,0,0
FRA_10793,CLM_419,IFR,1.87,1.83,8.85,0,0.88,YES,0,0,0
FRA_10794,CLM_649,IFR,3.13,3.22,0.44,1,0.87,YES,0,0,0
FRA_10795,CLM_238,CFR,0.94,0.93,4.92,0,0.91,YES,0,0,0
FRA_10796,CLM_610,IFR,3.2,3.06,0.02,0,0.95,YES,0,0,0
FRA_10797,CLM_358,CFR,1.33,1.28,4.11,0,0.96,YES,0,0,0
FRA_10798,CLM_109,IFR,2.87,2.75,9.4,0,0.98,YES,0,1,0
FRA_10799,CLM_360,CFR,2.48,2.55,1.69,0,0.97,YES,0,0,0
FRA_10800,CLM_271,CFR,3.75,3.69,2.63,0,0.93,YES,0,0,0
FRA_10801,CLM_112,IFR,1.86,1.83,4.75,0,0.95,YES,0,1,0
FRA_10802,CLM_267,IFR,0.73,0.71,3.81,0,0.94,YES,0,0,0
FRA_10803,CLM_695,CFR,0.57,0.59,2.79,1,0.86,YES,0,0,0
FRA_10804,CLM_420,IFR,3.39,3.24,8.94,0,0.95,YES,0,0,0
FRA_10805,CLM_418,IFR,2.34,2.25,0.39,0,0.9,YES,0,0,0
FRA_10806,CLM_428,IFR,3.21,3.2,5.98,0,0.89,YES,0,0,0
FRA_10807,CLM_649,IFR,1.32,1.31,8.95,1,0.95,YES,0,0,0
FRA_10808,CLM_518,IFR,1.71,4.27,37.15,4,0.36,YES,1,2,1
FRA_10809,CLM_194,IFR,0.61,0.62,7.09,0,0.88,YES,0,0,0
FRA_10810,CLM_680,IFR,3.87,3.76,4.39,0,0.97,YES,0,0,0
FRA_10811,CLM_417,IFR,2.84,2.92,8.39,0,0.88,YES,0,0,0
FRA_10812,CLM_335,CFR,3.77,3.7,1.17,0,0.88,YES,0,0,0
FRA_10813,CLM_433,IFR,1.43,1.49,1.04,0,0.95,YES,0,0,0
FRA_10814,CLM_475,CFR,2.64,2.75,5.68,0,0.96,YES,0,0,0
FRA_10815,CLM_558,IFR,2.87,7.19,37.38,2,0.57,YES,3,3,1
FRA_10816,CLM_236,IFR,1.61,1.6,3.0,0,0.89,YES,0,0,0
FRA_10817,CLM_687,IFR,3.47,3.37,2.5,0,0.94,YES,0,0,0
FRA_10818,CLM_646,IFR,3.82,3.91,2.14,0,0.97,YES,0,0,0
FRA_10819,CLM_612,IFR,3.6,3.44,6.11,0,0.97,YES,0,1,0
FRA_10820,CLM_395,IFR,3.09,3.2,7.77,0,0.97,YES,0,0,0
FRA_10821,CLM_419,IFR,1.47,1.41,4.57,1,0.98,YES,0,0,0
FRA_10822,CLM_671,IFR,1.49,1.52,8.06,0,0.92,YES,0,0,0
FRA_10823,CLM_448,IFR,3.87,3.85,1.13,0,0.99,YES,0,0,0
FRA_10824,CLM_328,IFR,0.54,0.55,3.58,0,0.95,YES,0,0,0
FRA_10825,CLM_369,IFR,3.01,3.11,1.23,0,0.91,YES,0,1,0
FRA_10826,CLM_390,CFR,2.97,2.87,0.1,0,0.97,YES,0,0,0
FRA_10827,CLM_264,IFR,2.68,2.61,1.3,0,0.86,YES,0,0,0
FRA_10828,CLM_104,IFR,3.97,3.88,5.55,0,0.93,YES,0,1,0
FRA_10829,CLM_478,CFR,1.59,1.66,3.61,0,0.96,YES,0,1,0
FRA_10830,CLM_177,IFR,1.69,1.68,5.3,0,0.98,YES,0,0,0
FRA_10831,CLM_509,IFR,0.78,1.4,86.76,3,0.52,NO,1,5,1
FRA_10832,CLM_673,CFR,2.05,1.96,1.91,0,0.94,YES,0,0,0
FRA_10833,CLM_231,IFR,1.41,1.48,3.89,0,0.97,YES,0,0,0
FRA_10834,CLM_141,IFR,1.7,4.25,60.67,3,0.55,NO,2,3,1
FRA_10835,CLM_188,IFR,3.42,3.58,6.63,0,0.89,YES,0,0,0
FRA_10836,CLM_501,IFR,3.77,3.68,1.72,0,0.89,YES,0,0,0
FRA_10837,CLM_395,IFR,1.15,1.11,6.55,0,0.85,YES,0,0,0
FRA_10838,CLM_394,IFR,1.8,1.88,8.67,0,0.97,YES,0,0,0
FRA_10839,CLM_625,IFR,3.75,3.93,3.74,0,0.86,YES,0,0,0
FRA_10840,CLM_521,IFR,0.72,0.75,5.39,0,0.87,YES,0,0,0
FRA_10841,CLM_122,CFR,0.82,0.84,3.74,1,0.85,YES,0,0,0
FRA_10842,CLM_674,CFR,1.07,1.11,3.21,0,0.93,YES,0,0,0
FRA_10843,CLM_242,IFR,2.58,2.48,9.43,0,0.88,YES,0,0,0
FRA_10844,CLM_244,IFR,1.03,1.01,4.02,0,0.99,YES,0,0,0
FRA_10845,CLM_324,IFR,3.89,3.86,4.81,0,0.9,YES,0,0,0
FRA_10846,CLM_602,IFR,2.06,2.1,4.36,0,0.97,YES,0,0,0
FRA_10847,CLM_203,IFR,2.26,5.64,52.91,2,0.42,NO,3,5,1
FRA_10848,CLM_138,IFR,1.36,0.55,38.38,4,0.3,NO,3,2,1
FRA_10849,CLM_297,CFR,2.15,2.25,2.89,0,0.89,YES,0,1,0
FRA_10850,CLM_678,IFR,2.82,5.07,54.82,4,0.65,NO,1,3,1
FRA_10851,CLM_490,IFR,3.13,3.04,3.78,0,0.95,YES,0,0,0
FRA_10852,CLM_278,IFR,3.14,7.85,76.02,4,0.46,YES,1,3,1
FRA_10853,CLM_653,IFR,2.52,2.56,2.55,0,0.86,YES,0,0,0
FRA_10854,CLM_547,CFR,3.67,3.54,1.74,0,0.85,YES,0,0,0
FRA_10855,CLM_599,IFR,3.36,3.32,5.07,0,0.9,YES,0,0,0
FRA_10856,CLM_114,CFR,3.15,3.22,8.71,0,0.86,YES,0,1,0
FRA_10857,CLM_388,IFR,0.69,0.68,5.51,0,0.87,YES,0,0,0
FRA_10858,CLM_577,IFR,0.52,0.53,2.03,0,0.97,YES,0,0,0
FRA_10859,CLM_330,IFR,1.24,1.19,5.48,0,0.97,YES,0,0,0
FRA_10860,CLM_519,IFR,2.82,2.72,7.1,0,0.85,YES,0,0,0
FRA_10861,CLM_256,IFR,1.94,1.91,6.69,0,0.94,YES,0,1,0
FRA_10862,CLM_649,CFR,1.91,1.97,9.21,1,0.85,YES,0,0,0
FRA_10863,CLM_540,IFR,3.6,3.56,8.6,0,1.0,YES,0,0,0
FRA_10864,CLM_196,IFR,3.63,3.74,0.86,0,0.96,YES,0,0,0
FRA_10865,CLM_510,IFR,3.68,3.8,0.14,0,0.9,YES,0,0,0
FRA_10866,CLM_388,IFR,1.6,1.63,3.42,0,0.86,YES,0,0,0
FRA_10867,CLM_353,IFR,2.92,2.92,7.42,0,0.91,YES,0,0,0
FRA_10868,CLM_295,CFR,1.45,0.58,45.76,2,0.31,YES,2,3,1
FRA_10869,CLM_697,CFR,1.17,1.2,1.28,1,0.95,YES,0,1,0
FRA_10870,CLM_621,CFR,1.15,1.14,4.37,0,0.86,YES,0,0,0
FRA_10871,CLM_616,IFR,1.7,3.06,72.06,3,0.31,YES,3,3,1
FRA_10872,CLM_217,IFR,2.0,1.96,7.09,0,0.86,YES,0,0,0
FRA_10873,CLM_258,IFR,3.41,3.3,3.38,0,0.93,YES,0,0,0
FRA_10874,CLM_327,IFR,0.92,0.9,0.29,0,0.91,YES,0,0,0
FRA_10875,CLM_315,CFR,3.07,3.18,7.47,0,0.92,YES,0,0,0
FRA_10876,CLM_114,IFR,2.36,2.41,2.06,0,0.86,YES,0,0,0
FRA_10877,CLM_256,IFR,1.51,1.45,9.03,0,0.92,YES,0,0,0
FRA_10878,CLM_360,IFR,2.22,2.25,8.03,0,0.97,YES,0,0,0
FRA_10879,CLM_256,IFR,1.55,3.87,55.12,2,0.61,YES,1,5,1
FRA_10880,CLM_146,IFR,2.59,2.46,0.12,0,0.86,YES,0,0,0
FRA_10881,CLM_423,IFR,2.02,2.09,0.98,0,0.99,YES,0,0,0
FRA_10882,CLM_229,IFR,1.08,1.07,7.63,0,0.9,YES,0,1,0
FRA_10883,CLM_510,IFR,0.91,0.91,5.28,1,0.98,YES,0,0,0
FRA_10884,CLM_194,IFR,2.41,2.3,6.26,0,0.95,YES,0,1,0
FRA_10885,CLM_391,CFR,3.66,3.79,4.49,0,0.92,YES,0,0,0
FRA_10886,CLM_382,CFR,1.7,1.72,5.38,0,0.89,YES,0,0,0
FRA_10887,CLM_168,CFR,3.07,3.07,1.61,0,0.9,YES,0,0,0
FRA_10888,CLM_110,CFR,2.81,2.68,8.3,0,0.95,YES,0,0,0
FRA_10889,CLM_353,IFR,3.76,3.68,4.7,1,0.97,YES,0,1,0
FRA_10890,CLM_649,IFR,3.37,3.46,1.76,0,0.94,YES,0,0,0
FRA_10891,CLM_233,IFR,2.48,2.43,8.07,0,0.9,YES,0,0,0
FRA_10892,CLM_122,IFR,2.8,2.9,3.56,0,0.98,YES,0,0,0
FRA_10893,CLM_445,CFR,3.64,3.49,0.02,0,0.9,YES,0,1,0
FRA_10894,CLM_401,IFR,1.9,1.95,7.61,1,0.98,YES,0,0,0
FRA_10895,CLM_462,CFR,1.64,1.59,7.46,0,0.92,YES,0,0,0
FRA_10896,CLM_495,IFR,0.54,0.97,35.69,4,0.61,NO,3,2,1
FRA_10897,CLM_317,IFR,3.39,3.22,8.72,0,0.96,YES,0,0,0
FRA_10898,CLM_240,IFR,3.3,3.23,4.97,0,0.88,YES,0,0,0
FRA_10899,CLM_309,CFR,0.87,0.89,6.69,0,0.96,YES,0,0,0
FRA_10900,CLM_559,IFR,2.52,1.01,50.6,3,0.4,YES,2,2,1
FRA_10901,CLM_455,IFR,2.12,2.18,6.74,0,0.95,YES,0,0,0
FRA_10902,CLM_423,IFR,0.92,0.37,89.71,4,0.56,NO,1,2,1
FRA_10903,CLM_232,IFR,3.93,9.83,76.14,2,0.51,NO,1,3,1
FRA_10904,CLM_226,IFR,1.25,1.2,3.09,0,0.99,YES,0,0,0
FRA_10905,CLM_205,IFR,0.74,1.32,38.34,2,0.66,YES,2,3,1
FRA_10906,CLM_477,IFR,2.58,2.59,7.82,0,0.91,YES,0,0,0
FRA_10907,CLM_150,IFR,3.09,2.97,4.2,0,0.86,YES,0,0,0
FRA_10908,CLM_128,IFR,0.61,0.63,0.18,1,0.86,YES,0,0,0
FRA_10909,CLM_561,IFR,2.81,2.92,9.41,0,0.89,YES,0,0,0
FRA_10910,CLM_395,IFR,2.36,2.35,1.39,0,0.98,YES,0,0,0
FRA_10911,CLM_396,IFR,0.86,0.87,9.27,0,0.95,YES,0,0,0
FRA_10912,CLM_506,IFR,1.1,0.44,70.77,3,0.69,YES,3,3,1
FRA_10913,CLM_504,IFR,2.49,2.48,8.57,0,0.87,YES,0,0,0
FRA_10914,CLM_445,CFR,1.54,1.53,2.64,0,0.87,YES,0,0,0
FRA_10915,CLM_519,IFR,3.78,9.46,44.41,3,0.34,NO,1,5,1
FRA_10916,CLM_281,IFR,3.37,1.35,75.8,2,0.66,NO,1,5,1
FRA_10917,CLM_100,IFR,3.94,1.58,69.62,3,0.43,NO,1,3,1
FRA_10918,CLM_666,IFR,1.41,1.46,5.86,0,0.97,YES,0,0,0
FRA_10919,CLM_470,CFR,3.89,9.74,55.12,4,0.45,NO,3,2,1
FRA_10920,CLM_530,IFR,2.01,1.93,6.48,0,0.91,YES,0,0,0
FRA_10921,CLM_408,IFR,1.72,1.64,5.94,0,0.97,YES,0,0,0
FRA_10922,CLM_236,IFR,0.68,0.7,6.56,0,0.92,YES,0,0,0
FRA_10923,CLM_301,IFR,0.68,0.71,9.0,0,0.89,YES,0,0,0
FRA_10924,CLM_535,IFR,2.92,2.89,2.87,0,0.98,YES,0,0,0
FRA_10925,CLM_412,CFR,2.1,2.14,1.73,0,0.86,YES,0,0,0
FRA_10926,CLM_216,IFR,1.29,1.33,8.85,0,0.92,YES,0,0,0
FRA_10927,CLM_674,IFR,2.65,2.75,7.63,0,0.95,YES,0,0,0
FRA_10928,CLM_343,IFR,1.39,1.32,4.03,1,0.96,YES,0,0,0
FRA_10929,CLM_636,CFR,2.52,2.53,3.48,0,0.95,YES,0,0,0
FRA_10930,CLM_174,IFR,1.76,1.79,8.61,0,0.92,YES,0,0,0
FRA_10931,CLM_485,CFR,3.38,3.45,2.5,0,0.98,YES,0,0,0
FRA_10932,CLM_309,IFR,3.37,3.51,9.93,0,0.88,YES,0,1,0
FRA_10933,CLM_574,IFR,2.17,2.27,0.98,0,0.87,YES,0,1,0
FRA_10934,CLM_517,IFR,1.73,4.32,69.94,4,0.64,NO,2,2,1
FRA_10935,CLM_446,IFR,1.77,1.74,2.6,0,0.92,YES,0,0,0
FRA_10936,CLM_628,IFR,3.32,3.45,5.43,1,0.97,YES,0,0,0
FRA_10937,CLM_278,CFR,1.65,1.72,5.05,0,0.9,YES,0,0,0
FRA_10938,CLM_281,IFR,1.23,1.22,5.47,0,0.92,YES,0,0,0
FRA_10939,CLM_124,IFR,0.8,0.83,5.89,0,0.95,YES,0,0,0
FRA_10940,CLM_279,IFR,2.13,2.23,5.0,0,0.92,YES,0,0,0
FRA_10941,CLM_600,CFR,2.19,2.27,3.95,1,0.92,YES,0,1,0
FRA_10942,CLM_260,CFR,3.44,3.27,8.99,1,0.99,YES,0,0,0
FRA_10943,CLM_276,IFR,1.27,1.23,6.54,0,0.86,YES,0,0,0
FRA_10944,CLM_384,CFR,1.83,1.84,5.46,0,0.88,YES,0,0,0
FRA_10945,CLM_162,IFR,3.33,3.36,1.48,0,0.99,YES,0,1,0
